paper_id	pdf_filename	location	type	filename	description	source	sharing
rvyb	Piwek_Cognition_2014_rvyb	Original Materials	File	Piwek_Cognition_2014_rvyb_file_list.tsv	This is the full list of files, the file you are looking at right now	COS Generated file	fully open
